kabupaten_kota,kecamatan,desa_kelurahan,status,jenis_kelamin,jumlah_penduduk,tahun
KABUPATEN BEKASI,CABANGBUNGIN,LENGGAHSARI,DESA,PEREMPUAN,5269,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAI HARAPANJAYA,DESA,LAKI-LAKI,3868,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAI HARAPANJAYA,DESA,PEREMPUAN,3681,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAIMEKAR,DESA,LAKI-LAKI,3889,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAIMEKAR,DESA,PEREMPUAN,3752,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAI SEDERHANA,DESA,LAKI-LAKI,2052,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAI SEDERHANA,DESA,PEREMPUAN,1934,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAIBAKTI,DESA,LAKI-LAKI,3558,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAIBAKTI,DESA,PEREMPUAN,3462,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAIBAHAGIA,DESA,LAKI-LAKI,3785,2020
KABUPATEN BEKASI,MUARA GEMBONG,PANTAIBAHAGIA,DESA,PEREMPUAN,3560,2020
KABUPATEN BEKASI,MUARA GEMBONG,JAYASAKTI,DESA,LAKI-LAKI,3716,2020
KABUPATEN BEKASI,MUARA GEMBONG,JAYASAKTI,DESA,PEREMPUAN,3588,2020
KABUPATEN BANDUNG BARAT,RONGGA,CICADAS,DESA,LAKI-LAKI,2540,2020
KABUPATEN BANDUNG BARAT,RONGGA,CICADAS,DESA,PEREMPUAN,2336,2020
KABUPATEN BANDUNG BARAT,RONGGA,CIBEDUG,DESA,LAKI-LAKI,3374,2020
KABUPATEN BANDUNG BARAT,RONGGA,CIBEDUG,DESA,PEREMPUAN,3275,2020
KABUPATEN BANDUNG BARAT,RONGGA,SUKAMANAH,DESA,LAKI-LAKI,4117,2020
KABUPATEN BANDUNG BARAT,RONGGA,SUKAMANAH,DESA,PEREMPUAN,3793,2020
KABUPATEN BANDUNG BARAT,RONGGA,BOJONG,DESA,LAKI-LAKI,4024,2020
KABUPATEN BANDUNG BARAT,RONGGA,BOJONG,DESA,PEREMPUAN,3871,2020
KABUPATEN BANDUNG BARAT,RONGGA,BOJONGSALAM,DESA,LAKI-LAKI,2661,2020
KABUPATEN BANDUNG BARAT,RONGGA,BOJONGSALAM,DESA,PEREMPUAN,2500,2020
KABUPATEN BANDUNG BARAT,RONGGA,CINENGAH,DESA,LAKI-LAKI,3298,2020
KABUPATEN BANDUNG BARAT,RONGGA,CINENGAH,DESA,PEREMPUAN,3109,2020
KABUPATEN BANDUNG BARAT,RONGGA,SUKARESMI,DESA,LAKI-LAKI,4123,2020
KABUPATEN BANDUNG BARAT,RONGGA,SUKARESMI,DESA,PEREMPUAN,3931,2020
KABUPATEN BANDUNG BARAT,RONGGA,CIBITUNG,DESA,LAKI-LAKI,4835,2020
KABUPATEN BANDUNG BARAT,RONGGA,CIBITUNG,DESA,PEREMPUAN,4391,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,CILANGARI,DESA,LAKI-LAKI,4058,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,CILANGARI,DESA,PEREMPUAN,3908,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,SINDANGJAYA,DESA,LAKI-LAKI,2022,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,SINDANGJAYA,DESA,PEREMPUAN,1886,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,BUNIJAYA,DESA,LAKI-LAKI,4794,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,BUNIJAYA,DESA,PEREMPUAN,4511,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,SIRNAJAYA,DESA,LAKI-LAKI,6335,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,SIRNAJAYA,DESA,PEREMPUAN,6084,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,GUNUNGHALU,DESA,LAKI-LAKI,6152,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,GUNUNGHALU,DESA,PEREMPUAN,5996,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,CELAK,DESA,LAKI-LAKI,4633,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,CELAK,DESA,PEREMPUAN,4112,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,WARGASALUYU,DESA,LAKI-LAKI,3374,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,WARGASALUYU,DESA,PEREMPUAN,3226,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,SUKASARI,DESA,LAKI-LAKI,2686,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,SUKASARI,DESA,PEREMPUAN,2538,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,TAMANJAYA,KELURAHAN,LAKI-LAKI,3805,2020
KABUPATEN BANDUNG BARAT,GUNUNGHALU,TAMANJAYA,KELURAHAN,PEREMPUAN,3602,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,MEKARWANGI,DESA,LAKI-LAKI,4136,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,MEKARWANGI,DESA,PEREMPUAN,3882,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,WENINGGALIH,DESA,LAKI-LAKI,2818,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,WENINGGALIH,DESA,PEREMPUAN,2729,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,WANGUNSARI,DESA,LAKI-LAKI,2729,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,WANGUNSARI,DESA,PEREMPUAN,2810,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,BUNINAGARA,DESA,LAKI-LAKI,1807,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,BUNINAGARA,DESA,PEREMPUAN,1744,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,CIKADU,DESA,LAKI-LAKI,3325,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,CIKADU,DESA,PEREMPUAN,3287,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,RANCA SENGGANG,DESA,LAKI-LAKI,2625,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,RANCA SENGGANG,DESA,PEREMPUAN,2593,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,CINTAKARYA,DESA,LAKI-LAKI,2602,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,CINTAKARYA,DESA,PEREMPUAN,2561,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,CICANGKANG GIRANG,DESA,LAKI-LAKI,5361,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,CICANGKANG GIRANG,DESA,PEREMPUAN,5302,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,PUNCAKSARI,DESA,LAKI-LAKI,3004,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,PUNCAKSARI,DESA,PEREMPUAN,2860,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,PASIRPOGOR,DESA,LAKI-LAKI,3262,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,PASIRPOGOR,DESA,PEREMPUAN,3011,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,SINDANGKERTA,DESA,LAKI-LAKI,3410,2020
KABUPATEN BANDUNG BARAT,SINDANGKERTA,SINDANGKERTA,DESA,PEREMPUAN,3337,2020
KABUPATEN BANDUNG BARAT,CILILIN,KARYAMUKTI,DESA,LAKI-LAKI,1874,2020
KABUPATEN BANDUNG BARAT,CILILIN,KARYAMUKTI,DESA,PEREMPUAN,1761,2020
KABUPATEN BANDUNG BARAT,CILILIN,NANGGERANG,DESA,LAKI-LAKI,2136,2020
KABUPATEN BANDUNG BARAT,CILILIN,NANGGERANG,DESA,PEREMPUAN,2029,2020
KABUPATEN BANDUNG BARAT,CILILIN,MUKAPAYUNG,DESA,LAKI-LAKI,6342,2020
KABUPATEN BANDUNG BARAT,CILILIN,MUKAPAYUNG,DESA,PEREMPUAN,6001,2020
KABUPATEN BANDUNG BARAT,CILILIN,RANCAPANGGUNG,DESA,LAKI-LAKI,6307,2020
KABUPATEN BANDUNG BARAT,CILILIN,RANCAPANGGUNG,DESA,PEREMPUAN,6202,2020
KABUPATEN BANDUNG BARAT,CILILIN,BONGAS,DESA,LAKI-LAKI,5036,2020
KABUPATEN BANDUNG BARAT,CILILIN,BONGAS,DESA,PEREMPUAN,4937,2020
KABUPATEN BANDUNG BARAT,CILILIN,BATULAYANG,DESA,LAKI-LAKI,5797,2020
KABUPATEN BANDUNG BARAT,CILILIN,BATULAYANG,DESA,PEREMPUAN,5515,2020
KABUPATEN BANDUNG BARAT,CILILIN,CILILIN,DESA,LAKI-LAKI,6520,2020
KABUPATEN BANDUNG BARAT,CILILIN,CILILIN,DESA,PEREMPUAN,6301,2020
KABUPATEN BANDUNG BARAT,CILILIN,KARANGTANJUNG,DESA,LAKI-LAKI,4538,2020
KABUPATEN BANDUNG BARAT,CILILIN,KARANGTANJUNG,DESA,PEREMPUAN,4284,2020
KABUPATEN BANDUNG BARAT,CILILIN,KIDANGPANANJUNG,DESA,LAKI-LAKI,1801,2020
KABUPATEN BANDUNG BARAT,CILILIN,KIDANGPANANJUNG,DESA,PEREMPUAN,1641,2020
KABUPATEN BANDUNG BARAT,CILILIN,BUDIHARJA,DESA,LAKI-LAKI,3038,2020
KABUPATEN BANDUNG BARAT,CILILIN,BUDIHARJA,DESA,PEREMPUAN,2816,2020
KABUPATEN BANDUNG BARAT,CILILIN,KARANGANYAR,DESA,LAKI-LAKI,3695,2020
KABUPATEN BANDUNG BARAT,CILILIN,KARANGANYAR,DESA,PEREMPUAN,3502,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,SINGAJAYA,DESA,LAKI-LAKI,4133,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,SINGAJAYA,DESA,PEREMPUAN,3969,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,TANJUNGWANGI,DESA,LAKI-LAKI,4680,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,TANJUNGWANGI,DESA,PEREMPUAN,4409,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,SITUWANGI,DESA,LAKI-LAKI,5204,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,SITUWANGI,DESA,PEREMPUAN,4896,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,PATARUMAN,DESA,LAKI-LAKI,8530,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,PATARUMAN,DESA,PEREMPUAN,8125,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,CIPATIK,DESA,LAKI-LAKI,5943,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,CIPATIK,DESA,PEREMPUAN,5682,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,CITAPEN,DESA,LAKI-LAKI,8911,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,CITAPEN,DESA,PEREMPUAN,8600,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,CIHAMPELAS,DESA,LAKI-LAKI,9403,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,CIHAMPELAS,DESA,PEREMPUAN,8922,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,MEKARMUKTI,DESA,LAKI-LAKI,7359,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,MEKARMUKTI,DESA,PEREMPUAN,7064,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,TANJUNGJAYA,DESA,LAKI-LAKI,4095,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,TANJUNGJAYA,DESA,PEREMPUAN,3938,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,MEKARJAYA,DESA,LAKI-LAKI,6932,2020
KABUPATEN BANDUNG BARAT,CIHAMPELAS,MEKARJAYA,DESA,PEREMPUAN,6549,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CINTAASIH,DESA,LAKI-LAKI,3009,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CINTAASIH,DESA,PEREMPUAN,2857,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,KARANGSARI,DESA,LAKI-LAKI,2213,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,KARANGSARI,DESA,PEREMPUAN,2203,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,NEGLASARI,DESA,LAKI-LAKI,2647,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,NEGLASARI,DESA,PEREMPUAN,2495,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,GIRIMUKTI,DESA,LAKI-LAKI,2845,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,GIRIMUKTI,DESA,PEREMPUAN,2753,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CIJENUK,DESA,LAKI-LAKI,4503,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CIJENUK,DESA,PEREMPUAN,4169,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CICANGKANG HILIR,DESA,LAKI-LAKI,2719,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CICANGKANG HILIR,DESA,PEREMPUAN,2730,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,SUKAMULYA,DESA,LAKI-LAKI,2787,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,SUKAMULYA,DESA,PEREMPUAN,2730,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CITALEM,DESA,LAKI-LAKI,5577,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CITALEM,DESA,PEREMPUAN,5309,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,MEKARSARI,DESA,LAKI-LAKI,2871,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,MEKARSARI,DESA,PEREMPUAN,2731,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,SARINAGEN,DESA,LAKI-LAKI,4183,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,SARINAGEN,DESA,PEREMPUAN,4077,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CIBENDA,DESA,LAKI-LAKI,2887,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CIBENDA,DESA,PEREMPUAN,2596,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CIJAMBU,DESA,LAKI-LAKI,3607,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,CIJAMBU,DESA,PEREMPUAN,3454,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,SIRNAGALIH,DESA,LAKI-LAKI,3476,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,SIRNAGALIH,DESA,PEREMPUAN,3189,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,BARANANGSIANG,KELURAHAN,LAKI-LAKI,5064,2020
KABUPATEN BANDUNG BARAT,CIPONGKOR,BARANANGSIANG,KELURAHAN,PEREMPUAN,4803,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,SELACAU,DESA,LAKI-LAKI,6406,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,SELACAU,DESA,PEREMPUAN,6227,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,DESA,LAKI-LAKI,8545,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,DESA,PEREMPUAN,8345,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,BATUJAJAR TIMUR,DESA,LAKI-LAKI,7841,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,BATUJAJAR TIMUR,DESA,PEREMPUAN,7694,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,GIRIASIH,DESA,LAKI-LAKI,5846,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,GIRIASIH,DESA,PEREMPUAN,5698,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,GALANGGANG,DESA,LAKI-LAKI,10769,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,GALANGGANG,DESA,PEREMPUAN,10421,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,PANGAUBAN,DESA,LAKI-LAKI,7565,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,PANGAUBAN,DESA,PEREMPUAN,7382,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,CANGKORAH,DESA,LAKI-LAKI,5865,2020
KABUPATEN BANDUNG BARAT,BATUJAJAR,CANGKORAH,DESA,PEREMPUAN,5554,2020
KABUPATEN BANDUNG BARAT,SAGULING,BOJONGHALEUANG,DESA,LAKI-LAKI,2284,2020
KABUPATEN BANDUNG BARAT,SAGULING,BOJONGHALEUANG,DESA,PEREMPUAN,2179,2020
KABUPATEN BANDUNG BARAT,SAGULING,CIKANDE,DESA,LAKI-LAKI,2927,2020
KABUPATEN BANDUNG BARAT,SAGULING,CIKANDE,DESA,PEREMPUAN,2842,2020
KABUPATEN BANDUNG BARAT,SAGULING,GIRIMUKTI,DESA,LAKI-LAKI,3190,2020
KABUPATEN BANDUNG BARAT,SAGULING,GIRIMUKTI,DESA,PEREMPUAN,3183,2020
KABUPATEN BANDUNG BARAT,SAGULING,CIPANGERAN,DESA,LAKI-LAKI,1845,2020
KABUPATEN BANDUNG BARAT,SAGULING,CIPANGERAN,DESA,PEREMPUAN,1775,2020
KABUPATEN BANDUNG BARAT,SAGULING,JATI,DESA,LAKI-LAKI,2555,2020
KABUPATEN BANDUNG BARAT,SAGULING,JATI,DESA,PEREMPUAN,2439,2020
KABUPATEN BANDUNG BARAT,SAGULING,SAGULING,DESA,LAKI-LAKI,3753,2020
KABUPATEN BANDUNG BARAT,SAGULING,SAGULING,DESA,PEREMPUAN,3701,2020
KABUPATEN BANDUNG BARAT,CIPATAT,RAJAMANDALA KULON,DESA,LAKI-LAKI,8927,2020
KABUPATEN BANDUNG BARAT,CIPATAT,RAJAMANDALA KULON,DESA,PEREMPUAN,8727,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CIPTAHARJA,DESA,LAKI-LAKI,8092,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CIPTAHARJA,DESA,PEREMPUAN,7861,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CIPATAT,DESA,LAKI-LAKI,6840,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CIPATAT,DESA,PEREMPUAN,6646,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CITATAH,DESA,LAKI-LAKI,9188,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CITATAH,DESA,PEREMPUAN,8802,2020
KABUPATEN BANDUNG BARAT,CIPATAT,GUNUNGMASIGIT,DESA,LAKI-LAKI,8393,2020
KABUPATEN BANDUNG BARAT,CIPATAT,GUNUNGMASIGIT,DESA,PEREMPUAN,8036,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CIRAWAMEKAR,DESA,LAKI-LAKI,3432,2020
KABUPATEN BANDUNG BARAT,CIPATAT,CIRAWAMEKAR,DESA,PEREMPUAN,3262,2020
KABUPATEN BANDUNG BARAT,CIPATAT,NYALINDUNG,DESA,LAKI-LAKI,3217,2020
KABUPATEN BANDUNG BARAT,CIPATAT,NYALINDUNG,DESA,PEREMPUAN,3113,2020
KABUPATEN BANDUNG BARAT,CIPATAT,SUMURBANDUNG,DESA,LAKI-LAKI,3950,2020
KABUPATEN BANDUNG BARAT,CIPATAT,SUMURBANDUNG,DESA,PEREMPUAN,3743,2020
KABUPATEN BANDUNG BARAT,CIPATAT,KERTAMUKTI,DESA,LAKI-LAKI,4261,2020
KABUPATEN BANDUNG BARAT,CIPATAT,KERTAMUKTI,DESA,PEREMPUAN,3988,2020
KABUPATEN BANDUNG BARAT,CIPATAT,SARIMUKTI,DESA,LAKI-LAKI,2932,2020
KABUPATEN BANDUNG BARAT,CIPATAT,SARIMUKTI,DESA,PEREMPUAN,2895,2020
KABUPATEN BANDUNG BARAT,CIPATAT,MANDALASARI,DESA,LAKI-LAKI,4888,2020
KABUPATEN BANDUNG BARAT,CIPATAT,MANDALASARI,DESA,PEREMPUAN,4848,2020
KABUPATEN BANDUNG BARAT,CIPATAT,MANDALAWANGI,DESA,LAKI-LAKI,5514,2020
KABUPATEN BANDUNG BARAT,CIPATAT,MANDALAWANGI,DESA,PEREMPUAN,5251,2020
KABUPATEN BANDUNG BARAT,PADALARANG,LAKSANAMEKAR,DESA,LAKI-LAKI,9260,2020
KABUPATEN BANDUNG BARAT,PADALARANG,LAKSANAMEKAR,DESA,PEREMPUAN,8946,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CIMERANG,DESA,LAKI-LAKI,4303,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CIMERANG,DESA,PEREMPUAN,4181,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CIPEUNDEUY,DESA,LAKI-LAKI,7033,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CIPEUNDEUY,DESA,PEREMPUAN,6836,2020
KABUPATEN BANDUNG BARAT,PADALARANG,KERTAJAYA,DESA,LAKI-LAKI,8850,2020
KABUPATEN BANDUNG BARAT,PADALARANG,KERTAJAYA,DESA,PEREMPUAN,8597,2020
KABUPATEN BANDUNG BARAT,PADALARANG,JAYAMEKAR,DESA,LAKI-LAKI,10478,2020
KABUPATEN BANDUNG BARAT,PADALARANG,JAYAMEKAR,DESA,PEREMPUAN,9985,2020
KABUPATEN BANDUNG BARAT,PADALARANG,PADALARANG,DESA,LAKI-LAKI,17504,2020
KABUPATEN BANDUNG BARAT,PADALARANG,PADALARANG,DESA,PEREMPUAN,17016,2020
KABUPATEN BANDUNG BARAT,PADALARANG,KERTAMULYA,DESA,LAKI-LAKI,10914,2020
KABUPATEN BANDUNG BARAT,PADALARANG,KERTAMULYA,DESA,PEREMPUAN,10650,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CIBURUY,DESA,LAKI-LAKI,9652,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CIBURUY,DESA,PEREMPUAN,9309,2020
KABUPATEN BANDUNG BARAT,PADALARANG,TAGOGAPU,DESA,LAKI-LAKI,5587,2020
KABUPATEN BANDUNG BARAT,PADALARANG,TAGOGAPU,DESA,PEREMPUAN,5418,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CEMPAKAMEKAR,DESA,LAKI-LAKI,6878,2020
KABUPATEN BANDUNG BARAT,PADALARANG,CEMPAKAMEKAR,DESA,PEREMPUAN,6461,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,CIMAREME,DESA,LAKI-LAKI,6100,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,CIMAREME,DESA,PEREMPUAN,6049,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,GADOBANGKONG,DESA,LAKI-LAKI,7451,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,GADOBANGKONG,DESA,PEREMPUAN,7352,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,TANIMULYA,DESA,LAKI-LAKI,18894,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,TANIMULYA,DESA,PEREMPUAN,18553,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,PAKUHAJI,DESA,LAKI-LAKI,4693,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,PAKUHAJI,DESA,PEREMPUAN,4413,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,CILAME,DESA,LAKI-LAKI,18251,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,CILAME,DESA,PEREMPUAN,17539,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,MARGAJAYA,DESA,LAKI-LAKI,8128,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,MARGAJAYA,DESA,PEREMPUAN,7911,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,MEKARSARI,DESA,LAKI-LAKI,6395,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,MEKARSARI,DESA,PEREMPUAN,5993,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,NGAMPRAH,DESA,LAKI-LAKI,3462,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,NGAMPRAH,DESA,PEREMPUAN,3292,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,SUKATANI,DESA,LAKI-LAKI,3943,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,SUKATANI,DESA,PEREMPUAN,3780,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,CIMANGGU,DESA,LAKI-LAKI,3065,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,CIMANGGU,DESA,PEREMPUAN,2979,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,BOJONGKONENG,DESA,LAKI-LAKI,6999,2020
KABUPATEN BANDUNG BARAT,NGAMPRAH,BOJONGKONENG,DESA,PEREMPUAN,6658,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIWARUGA,DESA,LAKI-LAKI,8013,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIWARUGA,DESA,PEREMPUAN,7784,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIHIDEUNG,DESA,LAKI-LAKI,8095,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIHIDEUNG,DESA,PEREMPUAN,7939,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIGUGUR GIRANG,DESA,LAKI-LAKI,8337,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIGUGUR GIRANG,DESA,PEREMPUAN,8028,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,SARIWANGI,DESA,LAKI-LAKI,8820,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,SARIWANGI,DESA,PEREMPUAN,8546,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIHANJUANG,DESA,LAKI-LAKI,10390,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIHANJUANG,DESA,PEREMPUAN,10207,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIHANJUANG RAHAYU,DESA,LAKI-LAKI,6003,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,CIHANJUANG RAHAYU,DESA,PEREMPUAN,5675,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,KARYAWANGI,DESA,LAKI-LAKI,4976,2020
KABUPATEN BANDUNG BARAT,PARONGPONG,KARYAWANGI,DESA,PEREMPUAN,4716,2020
KABUPATEN BANDUNG BARAT,LEMBANG,GUDANGKAHURIPAN,DESA,LAKI-LAKI,7158,2020
KABUPATEN BANDUNG BARAT,LEMBANG,GUDANGKAHURIPAN,DESA,PEREMPUAN,6884,2020
KABUPATEN BANDUNG BARAT,LEMBANG,WANGUNSARI,DESA,LAKI-LAKI,6047,2020
KABUPATEN BANDUNG BARAT,LEMBANG,WANGUNSARI,DESA,PEREMPUAN,5859,2020
KABUPATEN BANDUNG BARAT,LEMBANG,PAGERWANGI,DESA,LAKI-LAKI,5456,2020
KABUPATEN BANDUNG BARAT,LEMBANG,PAGERWANGI,DESA,PEREMPUAN,5129,2020
KABUPATEN BANDUNG BARAT,LEMBANG,MEKARWANGI,DESA,LAKI-LAKI,2985,2020
KABUPATEN BANDUNG BARAT,LEMBANG,MEKARWANGI,DESA,PEREMPUAN,2860,2020
KABUPATEN BANDUNG BARAT,LEMBANG,LANGENSARI,DESA,LAKI-LAKI,7097,2020
