id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,status_pemerintahan,jenis_kelamin,jumlah_penduduk,satuan,tahun
11673,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050003,KEMIRIMUKA,32.76.06,BEJI,32.76.06.1004,KEMIRI MUKA,KELURAHAN,LAKI-LAKI,16615,JIWA,2019
11674,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050003,KEMIRIMUKA,32.76.06,BEJI,32.76.06.1004,KEMIRI MUKA,KELURAHAN,PEREMPUAN,16141,JIWA,2019
11675,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050004,PONDOK CINA,32.76.06,BEJI,32.76.06.1005,PONDOK CINA,KELURAHAN,LAKI-LAKI,6187,JIWA,2019
11676,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050004,PONDOK CINA,32.76.06,BEJI,32.76.06.1005,PONDOK CINA,KELURAHAN,PEREMPUAN,5973,JIWA,2019
11677,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050005,KUKUSAN,32.76.06,BEJI,32.76.06.1002,KUKUSAN,KELURAHAN,LAKI-LAKI,9219,JIWA,2019
11678,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050005,KUKUSAN,32.76.06,BEJI,32.76.06.1002,KUKUSAN,KELURAHAN,PEREMPUAN,9097,JIWA,2019
11679,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050006,TANAH BARU,32.76.06,BEJI,32.76.06.1003,TANAH BARU,KELURAHAN,LAKI-LAKI,16851,JIWA,2019
11680,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,3276050006,TANAH BARU,32.76.06,BEJI,32.76.06.1003,TANAH BARU,KELURAHAN,PEREMPUAN,16821,JIWA,2019
11681,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060001,MERUYUNG,32.76.04,LIMO,32.76.04.1001,MARUYUNG,KELURAHAN,LAKI-LAKI,2118,JIWA,2019
11682,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060001,MERUYUNG,32.76.04,LIMO,32.76.04.1001,MARUYUNG,KELURAHAN,PEREMPUAN,2160,JIWA,2019
11683,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060002,GROGOL,32.76.04,LIMO,32.76.04.1002,GROGOL,KELURAHAN,LAKI-LAKI,9535,JIWA,2019
11684,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060002,GROGOL,32.76.04,LIMO,32.76.04.1002,GROGOL,KELURAHAN,PEREMPUAN,9216,JIWA,2019
11685,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060003,KRUKUT,32.76.04,LIMO,32.76.04.1003,KRUKUT,KELURAHAN,LAKI-LAKI,1719,JIWA,2019
11686,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060003,KRUKUT,32.76.04,LIMO,32.76.04.1003,KRUKUT,KELURAHAN,PEREMPUAN,1714,JIWA,2019
11687,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060004,LIMO,32.76.04,LIMO,32.76.04.1004,LIMO,KELURAHAN,LAKI-LAKI,2999,JIWA,2019
11688,32,JAWA BARAT,3276,KOTA DEPOK,3276060,LIMO,3276060004,LIMO,32.76.04,LIMO,32.76.04.1004,LIMO,KELURAHAN,PEREMPUAN,2907,JIWA,2019
11689,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061001,CINERE,32.76.09,CINERE,32.76.09.1001,CINERE,KELURAHAN,LAKI-LAKI,12311,JIWA,2019
11690,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061001,CINERE,32.76.09,CINERE,32.76.09.1001,CINERE,KELURAHAN,PEREMPUAN,12297,JIWA,2019
11691,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061002,GANDUL,32.76.09,CINERE,32.76.09.1002,GANDUL,KELURAHAN,LAKI-LAKI,8947,JIWA,2019
11692,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061002,GANDUL,32.76.09,CINERE,32.76.09.1002,GANDUL,KELURAHAN,PEREMPUAN,8803,JIWA,2019
11693,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061003,PANGKALANJATI BARU,32.76.09,CINERE,32.76.09.1004,PANGKALAN JATI BARU,KELURAHAN,LAKI-LAKI,1383,JIWA,2019
11694,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061003,PANGKALANJATI BARU,32.76.09,CINERE,32.76.09.1004,PANGKALAN JATI BARU,KELURAHAN,PEREMPUAN,1303,JIWA,2019
11695,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061004,PANGKALANJATI,32.76.09,CINERE,32.76.09.1003,PANGKALAN JATI,KELURAHAN,LAKI-LAKI,5226,JIWA,2019
11696,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,3276061004,PANGKALANJATI,32.76.09,CINERE,32.76.09.1003,PANGKALAN JATI,KELURAHAN,PEREMPUAN,5260,JIWA,2019
11697,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010001,MELONG,32.77.01,CIMAHI SELATAN,32.77.01.1001,MELONG,KELURAHAN,LAKI-LAKI,17313,JIWA,2019
11698,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010001,MELONG,32.77.01,CIMAHI SELATAN,32.77.01.1001,MELONG,KELURAHAN,PEREMPUAN,16812,JIWA,2019
11699,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010002,CIBEUREUM,32.77.01,CIMAHI SELATAN,32.77.01.1002,CIBEUREUM,KELURAHAN,LAKI-LAKI,22654,JIWA,2019
11700,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010002,CIBEUREUM,32.77.01,CIMAHI SELATAN,32.77.01.1002,CIBEUREUM,KELURAHAN,PEREMPUAN,22436,JIWA,2019
11701,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010003,UTAMA,32.77.01,CIMAHI SELATAN,32.77.01.1003,UTAMA,KELURAHAN,LAKI-LAKI,10405,JIWA,2019
11702,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010003,UTAMA,32.77.01,CIMAHI SELATAN,32.77.01.1003,UTAMA,KELURAHAN,PEREMPUAN,10131,JIWA,2019
11703,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010004,LEUWIGAJAH,32.77.01,CIMAHI SELATAN,32.77.01.1004,LEUWIGAJAH,KELURAHAN,LAKI-LAKI,32164,JIWA,2019
11704,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010004,LEUWIGAJAH,32.77.01,CIMAHI SELATAN,32.77.01.1004,LEUWIGAJAH,KELURAHAN,PEREMPUAN,31991,JIWA,2019
11705,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010005,CIBEBER,32.77.01,CIMAHI SELATAN,32.77.01.1005,CIBEBER,KELURAHAN,LAKI-LAKI,30830,JIWA,2019
11706,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,3277010005,CIBEBER,32.77.01,CIMAHI SELATAN,32.77.01.1005,CIBEBER,KELURAHAN,PEREMPUAN,30048,JIWA,2019
11707,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020001,BAROS,32.77.02,CIMAHI TENGAH,32.77.02.1001,BAROS,KELURAHAN,LAKI-LAKI,23707,JIWA,2019
11708,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020001,BAROS,32.77.02,CIMAHI TENGAH,32.77.02.1001,BAROS,KELURAHAN,PEREMPUAN,23234,JIWA,2019
11709,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020002,CIGUGUR TENGAH,32.77.02,CIMAHI TENGAH,32.77.02.1002,CIGUGUR TENGAH,KELURAHAN,LAKI-LAKI,6616,JIWA,2019
11710,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020002,CIGUGUR TENGAH,32.77.02,CIMAHI TENGAH,32.77.02.1002,CIGUGUR TENGAH,KELURAHAN,PEREMPUAN,6566,JIWA,2019
11711,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020003,KARANGMEKAR,32.77.02,CIMAHI TENGAH,32.77.02.1003,KARANGMEKAR,KELURAHAN,LAKI-LAKI,20064,JIWA,2019
11712,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020003,KARANGMEKAR,32.77.02,CIMAHI TENGAH,32.77.02.1003,KARANGMEKAR,KELURAHAN,PEREMPUAN,19816,JIWA,2019
11713,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020004,SETIAMANAH,32.77.02,CIMAHI TENGAH,32.77.02.1004,SETIAMANAH,KELURAHAN,LAKI-LAKI,27290,JIWA,2019
11714,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020004,SETIAMANAH,32.77.02,CIMAHI TENGAH,32.77.02.1004,SETIAMANAH,KELURAHAN,PEREMPUAN,26792,JIWA,2019
11715,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020005,PADASUKA,32.77.02,CIMAHI TENGAH,32.77.02.1005,PADASUKA,KELURAHAN,LAKI-LAKI,11683,JIWA,2019
11716,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020005,PADASUKA,32.77.02,CIMAHI TENGAH,32.77.02.1005,PADASUKA,KELURAHAN,PEREMPUAN,11705,JIWA,2019
11717,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020006,CIMAHI,32.77.02,CIMAHI TENGAH,32.77.02.1006,CIMAHI,KELURAHAN,LAKI-LAKI,7997,JIWA,2019
11718,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,3277020006,CIMAHI,32.77.02,CIMAHI TENGAH,32.77.02.1006,CIMAHI,KELURAHAN,PEREMPUAN,8210,JIWA,2019
11719,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030001,PASIRKALIKI,32.77.03,CIMAHI UTARA,32.77.03.1001,PASIRKALIKI,KELURAHAN,LAKI-LAKI,2114,JIWA,2019
11720,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030001,PASIRKALIKI,32.77.03,CIMAHI UTARA,32.77.03.1001,PASIRKALIKI,KELURAHAN,PEREMPUAN,2032,JIWA,2019
11721,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030002,CIBABAT,32.77.03,CIMAHI UTARA,32.77.03.1002,CIBABAT,KELURAHAN,LAKI-LAKI,24773,JIWA,2019
11722,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030002,CIBABAT,32.77.03,CIMAHI UTARA,32.77.03.1002,CIBABAT,KELURAHAN,PEREMPUAN,24302,JIWA,2019
11723,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030003,CITEUREUP,32.77.03,CIMAHI UTARA,32.77.03.1003,CITEUREUP,KELURAHAN,LAKI-LAKI,9248,JIWA,2019
11724,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030003,CITEUREUP,32.77.03,CIMAHI UTARA,32.77.03.1003,CITEUREUP,KELURAHAN,PEREMPUAN,9256,JIWA,2019
11725,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030004,CIPAGERAN,32.77.03,CIMAHI UTARA,32.77.03.1004,CIPAGERAN,KELURAHAN,LAKI-LAKI,19816,JIWA,2019
11726,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,3277030004,CIPAGERAN,32.77.03,CIMAHI UTARA,32.77.03.1004,CIPAGERAN,KELURAHAN,PEREMPUAN,19589,JIWA,2019
11727,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010001,LEUWILIANG,32.78.05,KAWALU,32.78.05.1009,LEUWILIANG,KELURAHAN,LAKI-LAKI,4677,JIWA,2019
11728,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010001,LEUWILIANG,32.78.05,KAWALU,32.78.05.1009,LEUWILIANG,KELURAHAN,PEREMPUAN,4442,JIWA,2019
11729,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010002,URUG,32.78.05,KAWALU,32.78.05.1004,URUG,KELURAHAN,LAKI-LAKI,3126,JIWA,2019
11730,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010002,URUG,32.78.05,KAWALU,32.78.05.1004,URUG,KELURAHAN,PEREMPUAN,3133,JIWA,2019
11731,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010003,GUNUNGTANDALA,32.78.05,KAWALU,32.78.05.1003,GUNUNG TANDALA,KELURAHAN,LAKI-LAKI,3317,JIWA,2019
11732,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010003,GUNUNGTANDALA,32.78.05,KAWALU,32.78.05.1003,GUNUNG TANDALA,KELURAHAN,PEREMPUAN,3100,JIWA,2019
11733,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010004,GUNUNGGEDE,32.78.05,KAWALU,32.78.05.1010,GUNUNG GEDE,KELURAHAN,LAKI-LAKI,8558,JIWA,2019
11734,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010004,GUNUNGGEDE,32.78.05,KAWALU,32.78.05.1010,GUNUNG GEDE,KELURAHAN,PEREMPUAN,8393,JIWA,2019
11735,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010005,TALAGASARI,32.78.05,KAWALU,32.78.05.1008,TALAGASARI,DESA,LAKI-LAKI,3530,JIWA,2019
11736,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010005,TALAGASARI,32.78.05,KAWALU,32.78.05.1008,TALAGASARI,DESA,PEREMPUAN,3587,JIWA,2019
11737,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010006,TANJUNG,32.78.05,KAWALU,32.78.05.1005,TANJUNG,DESA,LAKI-LAKI,2910,JIWA,2019
11738,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010006,TANJUNG,32.78.05,KAWALU,32.78.05.1005,TANJUNG,DESA,PEREMPUAN,2857,JIWA,2019
11739,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010007,CIBEUTI,32.78.05,KAWALU,32.78.05.1006,CIBEUTI,KELURAHAN,LAKI-LAKI,5220,JIWA,2019
11740,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010007,CIBEUTI,32.78.05,KAWALU,32.78.05.1006,CIBEUTI,KELURAHAN,PEREMPUAN,4999,JIWA,2019
11741,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010008,KARANGANYAR,32.78.05,KAWALU,32.78.05.1007,KARANGANYAR,DESA,LAKI-LAKI,3810,JIWA,2019
11742,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010008,KARANGANYAR,32.78.05,KAWALU,32.78.05.1007,KARANGANYAR,DESA,PEREMPUAN,3432,JIWA,2019
11743,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010009,CILAMAJANG,32.78.05,KAWALU,32.78.05.1002,CILAMAJANG,KELURAHAN,LAKI-LAKI,5297,JIWA,2019
11744,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010009,CILAMAJANG,32.78.05,KAWALU,32.78.05.1002,CILAMAJANG,KELURAHAN,PEREMPUAN,5067,JIWA,2019
11745,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010010,KARSAMENAK,32.06.24,SINGAPARNA,32.06.24.2006,COKADONGDONG,KELURAHAN,LAKI-LAKI,4479,JIWA,2019
11746,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010010,KARSAMENAK,32.06.24,SINGAPARNA,32.06.24.2006,COKADONGDONG,KELURAHAN,PEREMPUAN,4069,JIWA,2019
11747,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020001,SETIAMULYA,32.78.07,TAMANSARI,32.78.07.1008,SETIAMULYA,DESA,LAKI-LAKI,2023,JIWA,2019
11748,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020001,SETIAMULYA,32.78.07,TAMANSARI,32.78.07.1008,SETIAMULYA,DESA,PEREMPUAN,2034,JIWA,2019
11749,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020002,SETIAWARGI,32.78.07,TAMANSARI,32.78.07.1005,SETIAWARGI,KELURAHAN,LAKI-LAKI,2086,JIWA,2019
11750,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020002,SETIAWARGI,32.78.07,TAMANSARI,32.78.07.1005,SETIAWARGI,KELURAHAN,PEREMPUAN,2037,JIWA,2019
11751,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020003,TAMANSARI,32.78.07,TAMANSARI,32.78.07.1001,TAMANSARI,DESA,LAKI-LAKI,1938,JIWA,2019
11752,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020003,TAMANSARI,32.78.07,TAMANSARI,32.78.07.1001,TAMANSARI,DESA,PEREMPUAN,1987,JIWA,2019
11753,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020004,TAMANJAYA,32.78.07,TAMANSARI,32.78.07.1003,TAMANJAYA,DESA,LAKI-LAKI,1652,JIWA,2019
11754,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020004,TAMANJAYA,32.78.07,TAMANSARI,32.78.07.1003,TAMANJAYA,DESA,PEREMPUAN,1711,JIWA,2019
11755,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020005,MULYASARI,32.78.07,TAMANSARI,32.78.07.1006,MULYASARI,DESA,LAKI-LAKI,4845,JIWA,2019
11756,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020005,MULYASARI,32.78.07,TAMANSARI,32.78.07.1006,MULYASARI,DESA,PEREMPUAN,4675,JIWA,2019
11757,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020006,SUKAHURIP,32.78.07,TAMANSARI,32.78.07.1007,SUKAHURIP,DESA,LAKI-LAKI,2206,JIWA,2019
11758,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020006,SUKAHURIP,32.78.07,TAMANSARI,32.78.07.1007,SUKAHURIP,DESA,PEREMPUAN,2159,JIWA,2019
11759,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020007,MUGARSARI,32.78.07,TAMANSARI,32.78.07.1002,MUGARSARI,KELURAHAN,LAKI-LAKI,6728,JIWA,2019
11760,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020007,MUGARSARI,32.78.07,TAMANSARI,32.78.07.1002,MUGARSARI,KELURAHAN,PEREMPUAN,6487,JIWA,2019
11761,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020008,SUMELAP,32.78.07,TAMANSARI,32.78.07.1004,SUMELAP,KELURAHAN,LAKI-LAKI,1514,JIWA,2019
11762,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020008,SUMELAP,32.78.07,TAMANSARI,32.78.07.1004,SUMELAP,KELURAHAN,PEREMPUAN,1640,JIWA,2019
11763,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030001,CIHERANG,32.78.06,CIBEUREUM,32.78.06.1011,CIHERANG,DESA,LAKI-LAKI,1832,JIWA,2019
11764,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030001,CIHERANG,32.78.06,CIBEUREUM,32.78.06.1011,CIHERANG,DESA,PEREMPUAN,1803,JIWA,2019
11765,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030002,CIAKAR,32.78.06,CIBEUREUM,32.78.06.1012,CIAKAR,DESA,LAKI-LAKI,2270,JIWA,2019
11766,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030002,CIAKAR,32.78.06,CIBEUREUM,32.78.06.1012,CIAKAR,DESA,PEREMPUAN,2302,JIWA,2019
11767,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030003,MARGABAKTI,32.78.06,CIBEUREUM,32.78.06.1013,MARGABAKTI,DESA,LAKI-LAKI,1242,JIWA,2019
11768,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030003,MARGABAKTI,32.78.06,CIBEUREUM,32.78.06.1013,MARGABAKTI,DESA,PEREMPUAN,1181,JIWA,2019
11769,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030004,AWIPARI,32.78.06,CIBEUREUM,32.78.06.1009,AWIPARI,KELURAHAN,LAKI-LAKI,4924,JIWA,2019
11770,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030004,AWIPARI,32.78.06,CIBEUREUM,32.78.06.1009,AWIPARI,KELURAHAN,PEREMPUAN,4751,JIWA,2019
11771,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030005,KOTABARU,32.78.06,CIBEUREUM,32.78.06.1008,KOTA BARU,KELURAHAN,LAKI-LAKI,5833,JIWA,2019
11772,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030005,KOTABARU,32.78.06,CIBEUREUM,32.78.06.1008,KOTA BARU,KELURAHAN,PEREMPUAN,5845,JIWA,2019
11773,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030006,KERSANAGARA,32.78.06,CIBEUREUM,32.78.06.1007,KERSANAGARA,KELURAHAN,LAKI-LAKI,7051,JIWA,2019
11774,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030006,KERSANAGARA,32.78.06,CIBEUREUM,32.78.06.1007,KERSANAGARA,KELURAHAN,PEREMPUAN,6940,JIWA,2019
11775,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030007,SETIAJAYA,32.78.06,CIBEUREUM,32.78.06.1014,SETIAJAYA,DESA,LAKI-LAKI,2667,JIWA,2019
11776,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030007,SETIAJAYA,32.78.06,CIBEUREUM,32.78.06.1014,SETIAJAYA,DESA,PEREMPUAN,2741,JIWA,2019
11777,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030008,SETIARATU,32.78.06,CIBEUREUM,32.78.06.1005,SETIARATU,KELURAHAN,LAKI-LAKI,3918,JIWA,2019
11778,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030008,SETIARATU,32.78.06,CIBEUREUM,32.78.06.1005,SETIARATU,KELURAHAN,PEREMPUAN,3762,JIWA,2019
11779,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030009,SETIANAGARA,32.78.06,CIBEUREUM,32.78.06.1010,SETIANAGARA,KELURAHAN,LAKI-LAKI,3946,JIWA,2019
11780,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030009,SETIANAGARA,32.78.06,CIBEUREUM,32.78.06.1010,SETIANAGARA,KELURAHAN,PEREMPUAN,3807,JIWA,2019
11781,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031001,SUKANAGARA,32.78.10,PURBARATU,32.78.10.1001,SUKANAGARA,DESA,LAKI-LAKI,1550,JIWA,2019
11782,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031001,SUKANAGARA,32.78.10,PURBARATU,32.78.10.1001,SUKANAGARA,DESA,PEREMPUAN,1614,JIWA,2019
11783,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031002,SUKAMENAK,32.78.10,PURBARATU,32.78.10.1002,SUKAMENAK,DESA,LAKI-LAKI,1397,JIWA,2019
11784,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031002,SUKAMENAK,32.78.10,PURBARATU,32.78.10.1002,SUKAMENAK,DESA,PEREMPUAN,1402,JIWA,2019
11785,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031003,PURBARATU,32.78.10,PURBARATU,32.78.10.1003,PURBARATU,KELURAHAN,LAKI-LAKI,3319,JIWA,2019
11786,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031003,PURBARATU,32.78.10,PURBARATU,32.78.10.1003,PURBARATU,KELURAHAN,PEREMPUAN,3169,JIWA,2019
11787,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031004,SUKAASIH,32.78.10,PURBARATU,32.78.10.1004,SUKAASIH,DESA,LAKI-LAKI,4392,JIWA,2019
11788,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031004,SUKAASIH,32.78.10,PURBARATU,32.78.10.1004,SUKAASIH,DESA,PEREMPUAN,4095,JIWA,2019
11789,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031005,SUKAJAYA,32.78.10,PURBARATU,32.78.10.1005,SUKAJAYA,DESA,LAKI-LAKI,4630,JIWA,2019
11790,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031005,SUKAJAYA,32.78.10,PURBARATU,32.78.10.1005,SUKAJAYA,DESA,PEREMPUAN,4522,JIWA,2019
11791,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031006,SINGKUP,32.78.10,PURBARATU,32.78.10.1006,SINGKUP,DESA,LAKI-LAKI,3614,JIWA,2019
11792,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031006,SINGKUP,32.78.10,PURBARATU,32.78.10.1006,SINGKUP,DESA,PEREMPUAN,3373,JIWA,2019
11793,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040001,KAHURIPAN,32.78.03,TAWANG,32.78.03.1005,KAHURIPAN,KELURAHAN,LAKI-LAKI,1683,JIWA,2019
